ARTICLE,ARTICLE,Chowdhury2021785,"Chowdhury, S.R. and Mukherjee, A. and Madan Kumar, S. and Kotteeswaran and Anand and Sathya Narayanan, N. and Raman, S.","Modular Secured IoT Using SHAKTI","Advances in Intelligent Systems and Computing",2021,1255,785-794,10.1007/978-981-15-7834-2_73,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097628463&doi=10.1007%2f978-981-15-7834-2_73&partnerID=40&md5=b26fa252e3c385131fdd1ad058659325,"Conference Paper",Scopus,"@ARTICLE{Chowdhury2021785,
author={Chowdhury, S.R. and Mukherjee, A. and Madan Kumar, S. and Kotteeswaran and Anand and Sathya Narayanan, N. and Raman, S.},
title={Modular Secured IoT Using SHAKTI},
journal={Advances in Intelligent Systems and Computing},
year={2021},
volume={1255},
pages={785-794},
doi={10.1007/978-981-15-7834-2_73},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097628463&doi=10.1007%2f978-981-15-7834-2_73&partnerID=40&md5=b26fa252e3c385131fdd1ad058659325},
document_type={Conference Paper},
source={Scopus},
}"
ARTICLE,ARTICLE,Jha2021229,"Jha, S. and Chand, A.K.B.","Zipper Rational Quadratic Fractal Interpolation Functions","Advances in Intelligent Systems and Computing",2021,1170,229-241,10.1007/978-981-15-5411-7_18,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097603640&doi=10.1007%2f978-981-15-5411-7_18&partnerID=40&md5=5f066146635514ebe1255c45363fed27,"Conference Paper",Scopus,"@ARTICLE{Jha2021229,
author={Jha, S. and Chand, A.K.B.},
title={Zipper Rational Quadratic Fractal Interpolation Functions},
journal={Advances in Intelligent Systems and Computing},
year={2021},
volume={1170},
pages={229-241},
doi={10.1007/978-981-15-5411-7_18},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097603640&doi=10.1007%2f978-981-15-5411-7_18&partnerID=40&md5=5f066146635514ebe1255c45363fed27},
document_type={Conference Paper},
source={Scopus},
}"
ARTICLE,ARTICLE,Katiyar2021205,"Katiyar, S.K. and Chand, A.K.B.","A -Fractal Rational Functions and Their Positivity Aspects","Advances in Intelligent Systems and Computing",2021,1170,205-215,10.1007/978-981-15-5411-7_16,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097600938&doi=10.1007%2f978-981-15-5411-7_16&partnerID=40&md5=700d3881a8462d87739b345629b0d802,"Conference Paper",Scopus,"@ARTICLE{Katiyar2021205,
author={Katiyar, S.K. and Chand, A.K.B.},
title={A -Fractal Rational Functions and Their Positivity Aspects},
journal={Advances in Intelligent Systems and Computing},
year={2021},
volume={1170},
pages={205-215},
doi={10.1007/978-981-15-5411-7_16},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097600938&doi=10.1007%2f978-981-15-5411-7_16&partnerID=40&md5=700d3881a8462d87739b345629b0d802},
document_type={Conference Paper},
source={Scopus},
}"
ARTICLE,ARTICLE,M2021,"M, N.B.J. and Rao, C.L. and Basaran, C.","A semi-infinite edge dislocation model for the proportionality limit stress of metals under high strain rate","Computational Mechanics",2021,10.1007/s00466-020-01959-2,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098741895&doi=10.1007%2fs00466-020-01959-2&partnerID=40&md5=ee780c34569c1246c952fb13283811f7,Article,Scopus,"@ARTICLE{M2021,
author={M, N.B.J. and Rao, C.L. and Basaran, C.},
title={A semi-infinite edge dislocation model for the proportionality limit stress of metals under high strain rate},
journal={Computational Mechanics},
year={2021},
doi={10.1007/s00466-020-01959-2},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098741895&doi=10.1007%2fs00466-020-01959-2&partnerID=40&md5=ee780c34569c1246c952fb13283811f7},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Thayyil2021,"Thayyil, S.B. and Peethambaran, J. and Muthuganapathy, R.","A sampling type discernment approach towards reconstruction of a point set in R2","Computer Aided Geometric Design",2021,84,10.1016/j.cagd.2020.101953,101953,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098054374&doi=10.1016%2fj.cagd.2020.101953&partnerID=40&md5=de6d0827e13e1b70c1bcd3a2f288acf2,Article,Scopus,"@ARTICLE{Thayyil2021,
author={Thayyil, S.B. and Peethambaran, J. and Muthuganapathy, R.},
title={A sampling type discernment approach towards reconstruction of a point set in R2},
journal={Computer Aided Geometric Design},
year={2021},
volume={84},
doi={10.1016/j.cagd.2020.101953},
art_number={101953},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098054374&doi=10.1016%2fj.cagd.2020.101953&partnerID=40&md5=de6d0827e13e1b70c1bcd3a2f288acf2},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Khadhir202158,"Khadhir, A. and Anil Kumar, B. and Vanajakshi, L.D.","Analysis of global positioning system based bus travel time data and its use for advanced public transportation system applications","Journal of Intelligent Transportation Systems: Technology, Planning, and Operations",2021,25,1,58-76,10.1080/15472450.2020.1754818,"cited By 1",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088865251&doi=10.1080%2f15472450.2020.1754818&partnerID=40&md5=4f9c5acb1dd08db5666a6895d542c7ad,Article,Scopus,"@ARTICLE{Khadhir202158,
author={Khadhir, A. and Anil Kumar, B. and Vanajakshi, L.D.},
title={Analysis of global positioning system based bus travel time data and its use for advanced public transportation system applications},
journal={Journal of Intelligent Transportation Systems: Technology, Planning, and Operations},
year={2021},
volume={25},
number={1},
pages={58-76},
doi={10.1080/15472450.2020.1754818},
note={cited By 1},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088865251&doi=10.1080%2f15472450.2020.1754818&partnerID=40&md5=4f9c5acb1dd08db5666a6895d542c7ad},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Maity202193,"Maity, R.K. and Sundararajan, T. and Velusamy, K.","An accurate interface reconstruction method using piecewise circular arcs","International Journal for Numerical Methods in Fluids",2021,93,1,93-126,10.1002/fld.4876,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088865019&doi=10.1002%2ffld.4876&partnerID=40&md5=84cfb5f0abb0a9e9e7ffd29ae7cb80ce,Article,Scopus,"@ARTICLE{Maity202193,
author={Maity, R.K. and Sundararajan, T. and Velusamy, K.},
title={An accurate interface reconstruction method using piecewise circular arcs},
journal={International Journal for Numerical Methods in Fluids},
year={2021},
volume={93},
number={1},
pages={93-126},
doi={10.1002/fld.4876},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088865019&doi=10.1002%2ffld.4876&partnerID=40&md5=84cfb5f0abb0a9e9e7ffd29ae7cb80ce},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Mishra2021,"Mishra, S. and Salaun, L. and Sung, C.W. and Chen, C.S.","Downlink Connection Density Maximization for NB-IoT Networks using NOMA with Perfect and Partial CSI","IEEE Internet of Things Journal",2021,10.1109/JIOT.2021.3051475,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099564844&doi=10.1109%2fJIOT.2021.3051475&partnerID=40&md5=b26e700e3e60618df83b5e7ab956dd1c,Article,Scopus,"@ARTICLE{Mishra2021,
author={Mishra, S. and Salaun, L. and Sung, C.W. and Chen, C.S.},
title={Downlink Connection Density Maximization for NB-IoT Networks using NOMA with Perfect and Partial CSI},
journal={IEEE Internet of Things Journal},
year={2021},
doi={10.1109/JIOT.2021.3051475},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099564844&doi=10.1109%2fJIOT.2021.3051475&partnerID=40&md5=b26e700e3e60618df83b5e7ab956dd1c},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Prashanth2021,"Prashanth, L.A. and Korda, N. and Munos, R.","Concentration bounds for temporal difference learning with linear function approximation: the case of batch data and uniform sampling","Machine Learning",2021,10.1007/s10994-020-05912-5,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098881340&doi=10.1007%2fs10994-020-05912-5&partnerID=40&md5=b95f7d99d34fc155e2fdc11d0c515cf5,Article,Scopus,"@ARTICLE{Prashanth2021,
author={Prashanth, L.A. and Korda, N. and Munos, R.},
title={Concentration bounds for temporal difference learning with linear function approximation: the case of batch data and uniform sampling},
journal={Machine Learning},
year={2021},
doi={10.1007/s10994-020-05912-5},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098881340&doi=10.1007%2fs10994-020-05912-5&partnerID=40&md5=b95f7d99d34fc155e2fdc11d0c515cf5},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Dawalatabad202114,"Dawalatabad, N. and Madikeri, S. and Sekhar, C.C. and Murthy, H.A.","Novel architectures for unsupervised information bottleneck based speaker diarization of meetings","IEEE/ACM Transactions on Audio Speech and Language Processing",2021,29,14-27,10.1109/TASLP.2020.3036231,9250017,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096854690&doi=10.1109%2fTASLP.2020.3036231&partnerID=40&md5=3d75fb79bf5815ded8be982bda4edfeb,Article,Scopus,"@ARTICLE{Dawalatabad202114,
author={Dawalatabad, N. and Madikeri, S. and Sekhar, C.C. and Murthy, H.A.},
title={Novel architectures for unsupervised information bottleneck based speaker diarization of meetings},
journal={IEEE/ACM Transactions on Audio Speech and Language Processing},
year={2021},
volume={29},
pages={14-27},
doi={10.1109/TASLP.2020.3036231},
art_number={9250017},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096854690&doi=10.1109%2fTASLP.2020.3036231&partnerID=40&md5=3d75fb79bf5815ded8be982bda4edfeb},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Taguchi20211,"Taguchi, Y. and Akila Parvathy Dharshini, S. and Michael Gromiha, M.","Identification of transcription factors, biological pathways, and diseases as mediated by n6-methyladenosine using tensor decomposition-based unsupervised feature extraction","Applied Sciences (Switzerland)",2021,11,1,1-16,10.3390/app11010213,213,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098627439&doi=10.3390%2fapp11010213&partnerID=40&md5=3bab34a3557b69636c0d7d5456d519b3,Article,Scopus,"@ARTICLE{Taguchi20211,
author={Taguchi, Y. and Akila Parvathy Dharshini, S. and Michael Gromiha, M.},
title={Identification of transcription factors, biological pathways, and diseases as mediated by n6-methyladenosine using tensor decomposition-based unsupervised feature extraction},
journal={Applied Sciences (Switzerland)},
year={2021},
volume={11},
number={1},
pages={1-16},
doi={10.3390/app11010213},
art_number={213},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098627439&doi=10.3390%2fapp11010213&partnerID=40&md5=3bab34a3557b69636c0d7d5456d519b3},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Giri2021ix,"Giri, D. and Ponnusamy, S. and Ho, A.T.S. and Lo, N.-W.",Preface,"Advances in Intelligent Systems and Computing",2021,1170,ix-x,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097627528&partnerID=40&md5=c2f18bdf18262239252ec8099434e6a9,Editorial,Scopus,"@ARTICLE{Giri2021ix,
author={Giri, D. and Ponnusamy, S. and Ho, A.T.S. and Lo, N.-W.},
title={Preface},
journal={Advances in Intelligent Systems and Computing},
year={2021},
volume={1170},
pages={ix-x},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097627528&partnerID=40&md5=c2f18bdf18262239252ec8099434e6a9},
document_type={Editorial},
source={Scopus},
}"
ARTICLE,ARTICLE,Giri2021xv,"Giri, D. and Buyya, R. and Ponnusamy, S. and De, D. and Adamatzky, A. and Hussien, J.",Preface,"Advances in Intelligent Systems and Computing",2021,1262,xv-xvi,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098166332&partnerID=40&md5=3f821b8ed3a5b0e0a07e955d1970a350,Editorial,Scopus,"@ARTICLE{Giri2021xv,
author={Giri, D. and Buyya, R. and Ponnusamy, S. and De, D. and Adamatzky, A. and Hussien, J.},
title={Preface},
journal={Advances in Intelligent Systems and Computing},
year={2021},
volume={1262},
pages={xv-xvi},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098166332&partnerID=40&md5=3f821b8ed3a5b0e0a07e955d1970a350},
document_type={Editorial},
source={Scopus},
}"
ARTICLE,ARTICLE,Kim2021,"Kim, Y.J. and Jang, H. and Lee, K. and Park, S. and Min, S.-G. and Hong, C. and Park, J.H. and Lee, K. and Kim, J. and Hong, W. and Jung, H. and Liu, Y. and Rajkumar, H. and Khened, M. and Krishnamurthi, G. and Yang, S. and Wang, X. and Han, C.H. and Kwak, J.T. and Ma, J. and Tang, Z. and Marami, B. and Zeineh, J. and Zhao, Z. and Heng, P.-A. and Schmitz, R. and Madesta, F. and Rösch, T. and Werner, R. and Tian, J. and Puybareau, E. and Bovio, M. and Zhang, X. and Zhu, Y. and Chun, S.Y. and Jeong, W.-K. and Park, P. and Choi, J.","PAIP 2019: Liver cancer segmentation challenge","Medical Image Analysis",2021,67,10.1016/j.media.2020.101854,101854,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092942655&doi=10.1016%2fj.media.2020.101854&partnerID=40&md5=dbea1d3ad87fad970938772598ae6dc6,Article,Scopus,"@ARTICLE{Kim2021,
author={Kim, Y.J. and Jang, H. and Lee, K. and Park, S. and Min, S.-G. and Hong, C. and Park, J.H. and Lee, K. and Kim, J. and Hong, W. and Jung, H. and Liu, Y. and Rajkumar, H. and Khened, M. and Krishnamurthi, G. and Yang, S. and Wang, X. and Han, C.H. and Kwak, J.T. and Ma, J. and Tang, Z. and Marami, B. and Zeineh, J. and Zhao, Z. and Heng, P.-A. and Schmitz, R. and Madesta, F. and Rösch, T. and Werner, R. and Tian, J. and Puybareau, E. and Bovio, M. and Zhang, X. and Zhu, Y. and Chun, S.Y. and Jeong, W.-K. and Park, P. and Choi, J.},
title={PAIP 2019: Liver cancer segmentation challenge},
journal={Medical Image Analysis},
year={2021},
volume={67},
doi={10.1016/j.media.2020.101854},
art_number={101854},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092942655&doi=10.1016%2fj.media.2020.101854&partnerID=40&md5=dbea1d3ad87fad970938772598ae6dc6},
document_type={Article},
source={Scopus},
}"
